Date,Close
2018-01-07,2.7855
2018-01-14,2.9264
2018-01-21,3.0644
2018-01-28,3.1236
2018-02-04,3.1491
2018-02-11,3.1256999999999997
2018-02-18,3.103
2018-02-25,3.0872
2018-03-04,3.0725000000000002
2018-03-11,3.0122999999999998
2018-03-18,3.0374
2018-03-25,3.0159
2018-04-01,2.93925
2018-04-08,2.9755
2018-04-15,3.0378
2018-04-22,3.1075
2018-04-29,3.1686
2018-05-06,3.15725
2018-05-13,3.1484
2018-05-20,3.1007
2018-05-27,2.7382999999999997
2018-06-03,2.5267
2018-06-10,2.4918
2018-06-17,2.582
2018-06-24,2.5766
2018-07-01,2.4793
2018-07-08,2.5291
2018-07-15,2.4947000000000004
2018-07-22,2.4455999999999998
2018-07-29,2.4619
2018-08-05,2.5076
2018-08-12,2.3947
2018-08-19,2.2205
2018-08-26,2.2051000000000003
2018-09-02,2.1747
2018-09-09,2.2697
2018-09-16,2.3411
2018-09-23,2.4171
2018-09-30,2.3809
2018-10-07,2.1212
2018-10-14,2.05
2018-10-21,2.02424
2018-10-28,1.9454799999999999
2018-11-04,1.98678
2018-11-11,2.01344
2018-11-18,1.9629400000000001
2018-11-25,1.9242000000000001
2018-12-02,2.0429000000000004
2018-12-09,2.04248
2018-12-16,1.9865199999999998
2018-12-23,1.9668400000000001
2018-12-30,1.9243999999999999
2019-01-06,1.9356666666666669
2019-01-13,2.0162
2019-01-20,2.0041599999999997
2019-01-27,2.0393999999999997
2019-02-03,2.0224800000000003
2019-02-10,1.9909400000000002
2019-02-17,2.00992
2019-02-24,2.0518
2019-03-03,2.1239
2019-03-10,2.1523000000000003
2019-03-17,2.1594
2019-03-24,2.2140999999999997
2019-03-31,2.1574999999999998
2019-04-07,2.2177999999999995
2019-04-14,2.2418
2019-04-21,2.3245
2019-04-28,2.2895000000000003
2019-05-05,2.3295
2019-05-12,2.2143
2019-05-19,2.1506999999999996
2019-05-26,1.94368
2019-06-02,1.8719999999999999
2019-06-09,1.84028
2019-06-16,1.84008
2019-06-23,1.87548
2019-06-30,1.8763200000000002
2019-07-07,1.9582799999999998
2019-07-14,2.0323
2019-07-21,2.0423
2019-07-28,2.0223
2019-08-04,1.97404
2019-08-11,1.92852
2019-08-18,1.8627
2019-08-25,1.91704
2019-09-01,1.9727000000000001
2019-09-08,2.0309
2019-09-15,2.1275
2019-09-22,2.1449
2019-09-29,2.1418
2019-10-06,2.1222000000000003
2019-10-13,2.1266
2019-10-20,2.2189
2019-10-27,2.2683
2019-11-03,2.2636
2019-11-10,2.3365
2019-11-17,2.3487999999999998
2019-11-24,2.348
2019-12-01,2.3265000000000002
2019-12-08,2.2817
2019-12-15,2.3185
2019-12-22,2.3721
2019-12-29,2.37775
2020-01-05,2.3596666666666666
2020-01-12,2.3508000000000004
2020-01-19,2.3334
2020-01-26,2.2897
2020-02-02,2.2835
2020-02-09,2.4067
2020-02-16,2.4933
2020-02-23,2.5629999999999997
2020-03-01,2.3149
2020-03-08,2.08134
2020-03-15,1.65104
2020-03-22,1.4306800000000002
2020-03-29,1.56924
2020-04-05,1.4322
2020-04-12,1.4553500000000001
2020-04-19,1.37275
2020-04-26,1.35388
2020-05-03,1.43645
2020-05-10,1.41312
2020-05-17,1.39824
2020-05-24,1.43772
2020-05-31,1.52164
2020-06-07,1.6689599999999998
2020-06-14,1.69316
2020-06-21,1.68004
2020-06-28,1.6810800000000001
2020-07-05,1.71916
2020-07-12,1.76768
2020-07-19,1.8096
2020-07-26,1.8559999999999999
2020-08-02,1.76384
2020-08-09,1.7910800000000002
2020-08-16,1.85504
2020-08-23,1.8224
2020-08-30,1.82892
2020-09-06,1.7916
2020-09-13,1.7852799999999998
2020-09-20,1.75324
2020-09-27,1.6153199999999999
2020-10-04,1.6026399999999998
2020-10-11,1.66096
2020-10-18,1.60292
2020-10-25,1.55472
2020-11-01,1.45088
2020-11-08,1.5749600000000001
2020-11-15,1.81092
2020-11-22,1.85744
2020-11-29,1.91908
2020-12-06,1.9700400000000002
2020-12-13,1.9625599999999999
2020-12-20,1.9473600000000002
2020-12-27,1.8872666666666664
2021-01-03,1.9182666666666668
2021-01-10,1.93216
2021-01-17,1.92544
2021-01-24,1.9110800000000001
2021-01-31,1.82184
2021-02-07,1.94274
2021-02-14,2.0879000000000003
2021-02-21,2.1029
2021-02-28,2.1251
2021-03-07,2.1808
2021-03-14,2.2717
2021-03-21,2.3074000000000003
2021-03-28,2.2950000000000004
2021-04-04,2.3095
2021-04-11,2.28
2021-04-18,2.2771999999999997
2021-04-25,2.2444
2021-05-02,2.2984999999999998
2021-05-09,2.3408
2021-05-16,2.3825
2021-05-23,2.3786
2021-05-30,2.3746
2021-06-06,2.4582
2021-06-13,2.4526
2021-06-20,2.4153
2021-06-27,2.3548
2021-07-04,2.3414
2021-07-11,2.3026
2021-07-18,2.2695999999999996
2021-07-25,2.2177
2021-08-01,2.3299
2021-08-08,2.3449
2021-08-15,2.4297
2021-08-22,2.3886000000000003
2021-08-29,2.3796
2021-09-05,2.397
2021-09-12,2.3727
2021-09-19,2.3878
2021-09-26,2.3698
2021-10-03,2.4526
2021-10-10,2.4854
2021-10-17,2.5219
2021-10-24,2.4612
2021-10-31,2.4585999999999997
2021-11-07,2.4898
2021-11-14,2.4767
2021-11-21,2.4611
2021-11-28,2.2752
2021-12-05,2.1442
2021-12-12,2.2285
2021-12-19,2.2158
2021-12-26,2.224
2022-01-02,2.2742500000000003
2022-01-09,2.4082999999999997
2022-01-16,2.5225999999999997
2022-01-23,2.558
2022-01-30,2.5459
2022-02-06,2.6763
2022-02-13,2.8223
2022-02-20,2.7745
2022-02-27,2.5688
2022-03-06,2.10724
2022-03-13,1.9231000000000003
2022-03-20,2.0608
2022-03-27,2.0557000000000003
2022-04-03,2.1056
2022-04-10,2.01056
2022-04-17,1.9593
2022-04-24,2.000325
2022-05-01,1.93364
2022-05-08,1.9224800000000002
2022-05-15,1.91324
2022-05-22,1.9811599999999998
2022-05-29,2.01718
2022-06-05,2.0126
2022-06-12,1.96368
2022-06-19,1.7954
2022-06-26,1.87228
2022-07-03,1.84312
2022-07-10,1.7165199999999998
2022-07-17,1.6758
2022-07-24,1.6960000000000002
2022-07-31,1.6912800000000001
2022-08-07,1.7734
2022-08-14,1.8319199999999998
2022-08-21,1.8209
2022-08-28,1.7309999999999999
2022-09-04,1.7171600000000002
2022-09-11,1.73488
2022-09-18,1.90248
2022-09-25,1.84344
2022-10-02,1.7104
2022-10-09,1.7362000000000002
2022-10-16,1.6994399999999998
2022-10-23,1.7988
2022-10-30,1.87944
2022-11-06,1.97072
2022-11-13,2.1536999999999997
2022-11-20,2.1923000000000004
2022-11-27,2.1529
2022-12-04,2.1107
2022-12-11,2.0662
2022-12-18,2.06188
2022-12-25,2.0774
2023-01-01,2.086875
2023-01-08,2.1945
2023-01-15,2.2619999999999996
2023-01-22,2.2399
2023-01-29,2.3027
2023-02-05,2.409
2023-02-12,2.4731
2023-02-19,2.5224
2023-02-26,2.5185
2023-03-05,2.5496
2023-03-12,2.5486999999999997
2023-03-19,2.2847
2023-03-26,2.311
2023-04-02,2.3251
2023-04-09,2.34
2023-04-16,2.40725
2023-04-23,2.4783999999999997
2023-04-30,2.4489
2023-05-07,2.36875
2023-05-14,2.4329
2023-05-21,2.4079
2023-05-28,2.2862
2023-06-04,2.1969999999999996
